brand,name,reviews.rating,reviews.text,reviews.title,combined_text,keyword_pos_great,keyword_pos_nice,keyword_pos_delicious,keyword_pos_excellent,keyword_pos_awesome,keyword_pos_fantastic,keyword_pos_favorite,keyword_pos_love,keyword_neg_isn,keyword_neg_never,keyword_neg_mistake,keyword_neg_disappointed,keyword_neg_not,keyword_neg_bad,keyword_neg_risk,keyword_neg_,review_label,sentiment_score,rating_label,matched_label
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep nightstand use part night time moistur love way lip feel morn forgot vacat could tell huge differ love lightweight effect,Perfect overnight balm - never fails,keep nightstand use part night time moistur love way lip feel morn forgot vacat could tell huge differ love lightweight effect perfect overnight balm never fail carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9535,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,everyon hous use carmex chap lip that use husband found help crack skin around fingernail provid relief pain help heal sore spot,Carmex - Not just for the chapped lips!,everyon hous use carmex chap lip that use husband found help crack skin around fingernail provid relief pain help heal sore spot carmex chap lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,first carmex product tri rememb put everi night go bed wake morn lip feel rejuven fresh also use day protect lip sun,Great lip balm,first carmex product tri rememb put everi night go bed wake morn lip feel rejuven fresh also use day protect lip sun great lip balm carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8402,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use lip year long soft kissabl lip also use upper lip outsid nose cold put night wake morn would never know skin sore chap,"Love, love, love the original jar!",use lip year long soft kissabl lip also use upper lip outsid nose cold put night wake morn would never know skin sore chap love love love origin jar carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9404,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,purchas carmex lip balm per month enjoy silki smooth textur give lip love feel husband make sure alway jar purs car work everi realli enjoy product,Soft Silky Lips,purchas carmex lip balm per month enjoy silki smooth textur give lip love feel husband make sure alway jar purs car work everi realli enjoy product soft silki lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9169,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,ive tri lip balm stick tube carmex jar still best contain mayb habit unscrew finger dip appli protect revit carmex satisfactorili method,Still the best container!,ive tri lip balm stick tube carmex jar still best contain mayb habit unscrew finger dip appli protect revit carmex satisfactorili method still best contain carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9001,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use origin carmex lip balm jar long rememb goto lip care live high altitud mean dri air chap lip keep carmex handi time purs bathroom comput tabl etc,My Tried True Lip Care,use origin carmex lip balm jar long rememb goto lip care live high altitud mean dri air chap lip keep carmex handi time purs bathroom comput tabl etc tri true lip care carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8481,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex jar year found mani use carmex soft great healthi lip love carmex feel dress without tri love thank carmex keep lip look feel best,Tons of Uses,buy carmex jar year found mani use carmex soft great healthi lip love carmex feel dress without tri love thank carmex keep lip look feel best ton use carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9484,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex lipbalm use sinc small child love smell use time,best lip balm out there!,love carmex lipbalm use sinc small child love smell use time best lip balm carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9274,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,live michigan tend endur frigid winter cold temperatur also deal cold wind dri skin chap lip use carmex heal chap lip also creat great barrier help prevent cap,Almos r a necessity In Michigan,live michigan tend endur frigid winter cold temperatur also deal cold wind dri skin chap lip use carmex heal chap lip also creat great barrier help prevent cap almo r necess michigan carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7506,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive use lip balm jar quit year needle say complaint live tx hot heck lip dont dri make sure put go outsid never put walk youll get sunburn lip joke,Keeps my lips moist and supple,ive use lip balm jar quit year needle say complaint live tx hot heck lip dont dri make sure put go outsid never put walk youll get sunburn lip joke keep lip moist suppl carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1376,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use regular jar year carmex great stop fever blister even get go like littl magic jar easi spot cabinet easi feel bottom purs trust carmex best year,Works Like a Charm,use regular jar year carmex great stop fever blister even get go like littl magic jar easi spot cabinet easi feel bottom purs trust carmex best year work like charm carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9524,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dri chap lip way bad habit would like rubber lip feel there dead skin lip often chap blood sinc use carmex lip balsam keep lip alway im guten zustand realli love,heals my lips extremely well,dri chap lip way bad habit would like rubber lip feel there dead skin lip often chap blood sinc use carmex lip balsam keep lip alway im guten zustand realli love heal lip extrem well carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,got carmex week ago got lip crack day lip smooth heeld,love it,got carmex week ago got lip crack day lip smooth heeld love carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product sinc teenag long summer day fill much sun caus havoc lip carmex save still use everi night besid im sun pas secret teenag daughter refus use anyth el,Overnight results,use product sinc teenag long summer day fill much sun caus havoc lip carmex save still use everi night besid im sun pas secret teenag daughter refus use anyth el overnight result carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.1779,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,enjoy use carmex good buuuuuut mih lip still chap dri feel rrrrrough side want heeeeeeeal get back smooth,way of using carmex,enjoy use carmex good buuuuuut mih lip still chap dri feel rrrrrough side want heeeeeeeal get back smooth way use carmex carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7506,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,littl tub moistur relief unbeliev lip chap also find sooth ive sit one kid game day wind sun honestli one car purs kid backpack,Can't live without this product,littl tub moistur relief unbeliev lip chap also find sooth ive sit one kid game day wind sun honestli one car purs kid backpack cant live without product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4767,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex cure chap lip time also cure sore burn nose cold flu time havent tri tissu burn nose urg tri work good plu minti eucalyptu type smell open nostril bird one stone,tissue burn,carmex cure chap lip time also cure sore burn nose cold flu time havent tri tissu burn nose urg tri work good plu minti eucalyptu type smell open nostril bird one stone tissu burn carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.296,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,favorit lip product year alway keep multipl around hous car,great look and feel,favorit lip product year alway keep multipl around hous car great look feel carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,son small got jar carmex thought big would put lip mosquito bite scratch bought carmex everi car everi jacket pocket work wonderseven bug bite carmex old famili friend trust love,"Kid friendly, mom approved....",son small got jar carmex thought big would put lip mosquito bite scratch bought carmex everi car everi jacket pocket work wonderseven bug bite carmex old famili friend trust love kid friendli mom approv carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8934,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex howev realli difficult find brazil,All Perfect!!!!,love carmex howev realli difficult find brazil perfect carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7506,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,year sinc start use product im glad say chang lip better ive recommend product mani friend dri chap lip like share feel definit repurchas long time,HOLY GRAIL,year sinc start use product im glad say chang lip better ive recommend product mani friend dri chap lip like share feel definit repurchas long time holi grail carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.936,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex lip balm jar absolut go lip realli dri chap crack smooth greasi leav lip feel soft hydrat there someth littl jar pack full relief must household,My Go to!,carmex lip balm jar absolut go lip realli dri chap crack smooth greasi leav lip feel soft hydrat there someth littl jar pack full relief must household go carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4767,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,jar best goe creamysmooth soft hint vanilla scent sweet tast w right amount menthol carmex best lip balm period cant stop use especi winter summer month dont mess w replac classic,Is This Stuff Addicting or What!,jar best goe creamysmooth soft hint vanilla scent sweet tast w right amount menthol carmex best lip balm period cant stop use especi winter summer month dont mess w replac classic stuff addict carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9371,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex use year round summer wind sun burn lip spring wind burn extra moistur fall extra moistur winter cold sore chap lip season reason jar make easier carri stock upstor thankyoucarmex,ALL SEASONS ....ALL REASONS,use carmex use year round summer wind sun burn lip spring wind burn extra moistur fall extra moistur winter cold sore chap lip season reason jar make easier carri stock upstor thankyoucarmex season reason carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0772,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dont know like jar better tube stick tri alway use jar everyon say addict carmex carri car purs next bed desk work ye work lip lip lot stay,My Favorite,dont know like jar better tube stick tri alway use jar everyon say addict carmex carri car purs next bed desk work ye work lip lip lot stay favorit carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1999,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,mother use littl continu use today thought strang friend alway chapstick carmex awesom thing world boyfriend use guess awesom,All these years and still awesome!,mother use littl continu use today thought strang friend alway chapstick carmex awesom thing world boyfriend use guess awesom year still awesom carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4939,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,occasion winter get chap lip someth happen often absolut must carmex jar thing heal lip fast ive tri product carmex one depend,Tried and True That I Run To With Chapped Lips,occasion winter get chap lip someth happen often absolut must carmex jar thing heal lip fast ive tri product carmex one depend tri true run chap lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4215,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy product mani year wouldnt think buy anoth brand stood test time protect heal dri chap lip keep good work recommend product anyon cheer carmex,What a product!!!!!,buy product mani year wouldnt think buy anoth brand stood test time protect heal dri chap lip keep good work recommend product anyon cheer carmex product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8834,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,loyal custom fan unofficialpr person product aka best lip balm ever alway perfectli moistur heal effect long initi use perfect base lip balm solut chap lip cold sore stock,Best Balm EVER,loyal custom fan unofficialpr person product aka best lip balm ever alway perfectli moistur heal effect long initi use perfect base lip balm solut chap lip cold sore stock best balm ever carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9432,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work realli well day long last moistur overnight loosen gross dead skin lip smell great go bunch younger brother often tri pull one snag coupl jar,Classic product,work realli well day long last moistur overnight loosen gross dead skin lip smell great go bunch younger brother often tri pull one snag coupl jar classic product carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.296,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,jar contain favorit leav car without worri melt leak like one tube sometim love product hand matter im go,Nice!,jar contain favorit leav car without worri melt leak like one tube sometim love product hand matter im go nice carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9305,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex sinc littl girl frequent get cold sore thing help clear time manner tri expens treatment none work dont leav leav home without,Best ever for multiple things!,use carmex sinc littl girl frequent get cold sore thing help clear time manner tri expens treatment none work dont leav leav home without best ever multipl thing carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.1451,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product year liter year work weather heal protect type weather one vehicl hous,Life Saver,use product year liter year work weather heal protect type weather one vehicl hous life saver carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3818,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,problem cold sore usual keep abreva hand found carmex realli help discomfort cold sore addit use moistur use everi time cold sore outbreak,Great product - Moisturizes Plus!!,problem cold sore usual keep abreva hand found carmex realli help discomfort cold sore addit use moistur use everi time cold sore outbreak great product moistur plu carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.25,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex must famili especi winter time grandmoth taught u buy carmex lip balm jar keep favorit ear empti love smooth make lip feel long protect lip,Family Favorite,carmex must famili especi winter time grandmoth taught u buy carmex lip balm jar keep favorit ear empti love smooth make lip feel long protect lip famili favorit carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7783,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",1.0,bought day ago lip becom sore cold weather unfortun burn sensat lip wash tri next day sensat,Great size pot,bought day ago lip becom sore cold weather unfortun burn sensat lip wash tri next day sensat great size pot carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3818,0,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,stuff may smell best perfect jar smooth thick greasi protect lip especi winter use help cold sore heal also use help protect afford,The real OG!,stuff may smell best perfect jar smooth thick greasi protect lip especi winter use help cold sore heal also use help protect afford real og carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9432,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex sinc mid still littl glass pot keep empti refil there someth weight feel use lot differ lip balm carmex best far,The Original is Best for Me,use carmex sinc mid still littl glass pot keep empti refil there someth weight feel use lot differ lip balm carmex best far origin best carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8555,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dri lip lip peal husband knew need engag go wouldnt go look like bought said use work hour lip look lot better,Got it just in time,dri lip lip peal husband knew need engag go wouldnt go look like bought said use work hour lip look lot better got time carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1999,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,product seem help cold sore heal faster ive never use previous time cold sore last day didnt seem get bad usual amaz price skip expens abreva use,seemed to help more cold sore heal faster!!!,product seem help cold sore heal faster ive never use previous time cold sore last day didnt seem get bad usual amaz price skip expens abreva use seem help cold sore heal faster carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1901,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex origin mani year tri lip balm noth work good carmex bad habit chew lip appli carmex everi night morn heal wont use anyth el,The only one I use!,use carmex origin mani year tri lip balm noth work good carmex bad habit chew lip appli carmex everi night morn heal wont use anyth el one use carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1531,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,never run caramel long rememb keep least hand time alway sit next never stop make contain feel work quicker effect stick,Can't leave home without it!,never run caramel long rememb keep least hand time alway sit next never stop make contain feel work quicker effect stick cant leav home without carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.1877,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought whim around day ago im glad result instant dri chap lip gone straight away last hour definit purchas,Instant Results,bought whim around day ago im glad result instant dri chap lip gone straight away last hour definit purchas instant result carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5994,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use sinc littleit favorit lipbalm tooi buy lipbalm still perfer onei use everi night go bed,the best lip balm ever,use sinc littleit favorit lipbalm tooi buy lipbalm still perfer onei use everi night go bed best lip balm ever carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive use product someth year alway tast great sooth heal sore chap lip thank make great product,Fanstic!,ive use product someth year alway tast great sooth heal sore chap lip thank make great product fanstic carmex lip balm origin jar pk carmex,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use year love keep lip soft full rare even use lipstick color prefer origin jar textur contain hope use rest day love lip,Daily Essential,use year love keep lip soft full rare even use lipstick color prefer origin jar textur contain hope use rest day love lip daili essenti carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9062,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,start use carmex cna brand count heal supper sensit dri skin wish sold larger contain,Absolutely the best!,start use carmex cna brand count heal supper sensit dri skin wish sold larger contain absolut best carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7845,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought six month ago never lip balm good carmex cheap dont use lot carmex lip help lip,This is the best lip balm in the World!,bought six month ago never lip balm good carmex cheap dont use lot carmex lip help lip best lip balm world carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6698,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive use carmex jar long time favorit product use lip work nice crack lip especi side mouth one two applic red dri crack gone,Works fast in healing!,ive use carmex jar long time favorit product use lip work nice crack lip especi side mouth one two applic red dri crack gone work fast heal carmex lip balm origin jar pk carmex,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4215,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex chap lip sinc lip alway chap kid dad gave said work great dad know everyth year ago still use today,Past to the Present,use carmex chap lip sinc lip alway chap kid dad gave said work great dad know everyth year ago still use today past present carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,rememb kid grandma use use entir famili cold winter month keep lip healthi soft never miss carmex purs continu legaci child,"Old School Quality, Stays True",rememb kid grandma use use entir famili cold winter month keep lip healthi soft never miss carmex purs continu legaci child old school qualiti stay true carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5013,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",1.0,use carmex year old contain list alum activ ingredi new origin formula list alum give,It's not the original formula!,use carmex year old contain list alum activ ingredi new origin formula list alum give origin formula carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive use carmex lip balm manymani yearsoh yeahiv talk tri othersbut alway came back carmexther noth better work fastcarmex lip balm forev go lip balm,Nothing Better for my lips!!,ive use carmex lip balm manymani yearsoh yeahiv talk tri othersbut alway came back carmexther noth better work fastcarmex lip balm forev go lip balm noth better lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7003,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,love origin jar carmex lip balm cant live without dri brutal winter everi year save lip look like flick fish scale smooth babi bottom lip absolut love,The rescue to my lips,love origin jar carmex lip balm cant live without dri brutal winter everi year save lip look like flick fish scale smooth babi bottom lip absolut love rescu lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9545,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2.0,long time favorit contain sever indent bottom end allow le product disappoint new implement smaller great higher price,Smaller container,long time favorit contain sever indent bottom end allow le product disappoint new implement smaller great higher price smaller contain carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5106,0,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex tub becuas mother alway wood open smell wonder carmex scent glide smooth scent love best brand smell like,Reliable Lip Care,buy carmex tub becuas mother alway wood open smell wonder carmex scent glide smooth scent love best brand smell like reliabl lip care carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9337,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex year tri product noth compar carmex keep lip protect heat summer cold winter thank make amaz product,Love My Carmex!!!!,use carmex year tri product noth compar carmex keep lip protect heat summer cold winter thank make amaz product love carmex carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8519,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,origin carmex go product use everi morn wash face product make lip feel like silk whole day carmex jar last coupl month that plu,Silk in a jar,origin carmex go product use everi morn wash face product make lip feel like silk whole day carmex jar last coupl month that plu silk jar carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3612,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip product use wouldnt get winter without sometim cold nose sore even put littl bit nose go bed realli help,Amazing,lip product use wouldnt get winter without sometim cold nose sore even put littl bit nose go bed realli help amaz carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0516,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,alway prefer one realli smooth lip til last jar unlik lip balm that job coupl use alway stick one origin,Number 1 only one!,alway prefer one realli smooth lip til last jar unlik lip balm that job coupl use alway stick one origin number one carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0772,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy often tri keep purs love reliabl product great year long especi fall winter great use appli lipstick,Memorable Moisturization,buy often tri keep purs love reliabl product great year long especi fall winter great use appli lipstick memor moistur carmex lip balm origin jar pk carmex,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9246,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive use past year bought one winter realiz heal chap lip use nightli feel keep lip get dri crack overnight love smell,Great healing balm,ive use past year bought one winter realiz heal chap lip use nightli feel keep lip get dri crack overnight love smell great heal balm carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,littl jar content item go stress season pain erupt appear poor husband lip save day everytim appli soon enough shorten time distress,necessary element in first aid kit,littl jar content item go stress season pain erupt appear poor husband lip save day everytim appli soon enough shorten time distress necessari element first aid kit carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.8555,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carri one purs time love small jar find problem work great lip never get chap use regularli love product,Great packaging,carri one purs time love small jar find problem work great lip never get chap use regularli love product great packag carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.9423,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,alway jar purs desk ive use product sinc kid thing dont get sick doesnt explod purs hot day keep chap winter say lip product,Still a favorite,alway jar purs desk ive use product sinc kid thing dont get sick doesnt explod purs hot day keep chap winter say lip product still favorit carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4023,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought carmex sever year ago big bad break cold sore spread lip week use carmex lip cold sore pretti much gone cold sore pretti much never come back also gotten brother use carmex,Lips and Cold Sores That Sometimes Do Not Heal,bought carmex sever year ago big bad break cold sore spread lip week use carmex lip cold sore pretti much gone cold sore pretti much never come back also gotten brother use carmex lip cold sore sometim heal carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.91,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,absolut love carmex total addict love much use much actual kept jar whole year see mani use end jar year alway pocket car purs l bed time,Addicted to Carmex!!!!!!,absolut love carmex total addict love much use much actual kept jar whole year see mani use end jar year alway pocket car purs l bed time addict carmex carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.8555,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex brand product year favorit jar appli night bed well day stay better brand lip stay smooth soft recommend carmex product inexpens work wonder lip,Great for severely dry/chapped lips,use carmex brand product year favorit jar appli night bed well day stay better brand lip stay smooth soft recommend carmex product inexpens work wonder lip great sever drychap lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.891,1,0
