brand,name,reviews.rating,reviews.text,reviews.title,combined_text
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I've used Carmex ever since I moved to this arid climate and spent a weekend at a friend's house that lived off the beaten path. By Sunday my lips were parched and I was miserable. We went to a local store and I lucked upon a shiny tub of golden lip relief. I keep 6-8 of them in the house, a couple in my truck, and a couple more on my desk.",AZ desert no match for my faithful tub of Carmex!,ive use carmex ever sinc move arid climat spent weekend friend hous live beaten path sunday lip parch miser went local store luck upon shini tub golden lip relief keep hous coupl truck coupl desk az desert match faith tub carmex carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I buy this every time I need something for my lips. Its the best I even buy some for back up, to have some put back just in case. I don't use anything else. I definitely recommend it to my friends and every one. Its good for everything if I have dry cracked lips or chapped lips. Anything its my go to saver! I love it. Nothing else compares!",best ever!,buy everi time need someth lip best even buy back put back case dont use anyth el definit recommend friend everi one good everyth dri crack lip chap lip anyth go saver love noth el compar best ever carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I've been using this product for umpteen years now. My family is prone to getting cold sores (I've been getting them since 1st grade,I'm now 34) i only trust this product as all the other stuff out there is way to expensive and doesn't work.carmex is fantastic and works in a very short time.. i use every product on the line now.i love it!",Terrific results!,ive use product umpteen year famili prone get cold sore ive get sinc st gradeim trust product stuff way expens doesnt workcarmex fantast work short time use everi product line nowi love terrif result carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Be it a high end lip balm, round ball ones or anyother that has been on the market for long Carmex by far works the best than any other. I also noticed that it doesnt chap my lips if I stop using the product. I am not addicted to this mild but beautifully scemted charm . Thankyou for pampering me Carmex !",It worked when nothing else did,high end lip balm round ball one anyoth market long carmex far work best also notic doesnt chap lip stop use product addict mild beauti scemt charm thankyou pamper carmex work noth el carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I keep the jar next to my bed, it s my favorite thing I have found for my lips. It stays on all night, and I wake up with soft lips. I like the light scent, the way it feels. It works so well. This is also one of the best things in winter time. Nothing else works as well!! It is cheap, bit NOT cheaply made. Budget friendly fantasticness!",My favorite nighttime product,keep jar next bed favorit thing found lip stay night wake soft lip like light scent way feel work well also one best thing winter time noth el work well cheap bit cheapli made budget friendli fantast favorit nighttim product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love this product. My family has been using this product for years and every time I see a jar it brings back old memories from when I was a child. I love that they have not veered from being their original self and are still a brand my family trust to this day. Great product and you can always count on it to help protect your pucker.,This oldie is not only a goodie but a must have!,love product famili use product year everi time see jar bring back old memori child love veer origin self still brand famili trust day great product alway count help protect pucker oldi goodi must carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been using Carmex for over ten years and I am lost without it. There is two jars in my purse, one in my car and one in my desk drawer at all times. I have not had a cold sore, chapped lips or flaky lips from the sun in these ten years. People talk about their daily exercising, well my daily care includes a dip for my lips (Carmex).",Daily Care,use carmex ten year lost without two jar purs one car one desk drawer time cold sore chap lip flaki lip sun ten year peopl talk daili exercis well daili care includ dip lip carmex daili care carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",1.0,"Maybe more a question then the review. I have been using original Carmex for years. Recently I bought 2 pots of it and I was shocked, as my beloved salve seem different. Smell texture and feel is rather questionable. This is a lot 14996. Please tell me you have not change the formula!!!",What happened,mayb question review use origin carmex year recent bought pot shock belov salv seem differ smell textur feel rather question lot plea tell chang formula happen carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I'm a girl that adores her Chap Stick, though my trusty sidekick did nothing to fight off my extremely chapped lips that I had last week. I bought a jar of Carmex and with only a few applications, my very dry lips were back to normal in 24 hours!! Thank you :)",Lifesaver!,im girl ador chap stick though trusti sidekick noth fight extrem chap lip last week bought jar carmex applic dri lip back normal hour thank lifesav carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I always buy at least 4 jars of Carmex to have on hand, 3 are at home and 1 is in my purse at all times. Winter weather is fast approaching and I have severe dry lips and usually get a cold sore at some point and Carmex softens and protects my lips throughout the winter months. Very reliable and trustworthy to get the protection done.",Healing power!,alway buy least jar carmex hand home purs time winter weather fast approach sever dri lip usual get cold sore point carmex soften protect lip throughout winter month reliabl trustworthi get protect done heal power carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I've used this Carmex in the original jar for as long as I can remember. My mom started us on it when we were little and to this day it is still my go to for chapped or dry lips and just a good moisturizer over all and I love the menthol. There is nothing else like it. I have one in my truck and one on my nightstand at all times.,My favorite of all!,ive use carmex origin jar long rememb mom start u littl day still go chap dri lip good moistur love menthol noth el like one truck one nightstand time favorit carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"As soon as a cold snap occurs, it time to buy jars of Carmex, leave it in bathroom, kitchen and bedroom. This way you have access to it, all the time. The climate gets very dry - and zaps your lips. For me, Carmex is never out of reach - the best product to keep your lips from chapping especially when shoveling in cold winter months.",When the cold winds blow.........,soon cold snap occur time buy jar carmex leav bathroom kitchen bedroom way access time climat get dri zap lip carmex never reach best product keep lip chap especi shovel cold winter month cold wind blow carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have bought so many of these in the past years..Having a son in the military this was a life saver for when he was in Iraq and Afgahanintan...He was my oldest and then my middle son uses this daily and has started his daughter to use it and my yougest uses this also...and of course I do too....thanks for having such a great product,The Lip Helper,bought mani past yearshav son militari life saver iraq afgahanintanh oldest middl son use daili start daughter use yougest use alsoand cours toothank great product lip helper carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,This original Carmex has been around since I was a child. I remember I used to get painful chapped lips from playing outside during the winter when I was little and my Mom would always use this product to help heal/soothe my lips. It is a product that has stood the test of time and is still available today and for that I am thankful.,Always Reliable,origin carmex around sinc child rememb use get pain chap lip play outsid winter littl mom would alway use product help healsooth lip product stood test time still avail today thank alway reliabl carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using this for years. My lips are always very soft and this is the only lip care item that prevents fever blisters for me. My 9 year old daughter swears by it too. I buy 10 at a time to make sure we always have plenty on hand. I have bought more expensive products and always come back to my CARMEX. I love this stuff!!!,Best Lip Balm Ever!,use year lip alway soft lip care item prevent fever blister year old daughter swear buy time make sure alway plenti hand bought expens product alway come back carmex love stuff best lip balm ever carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been using Carmex in the small glass jar (I believe it is plastic now) for many many years!!!! I have always loved the distinctive smell of Carmex and the tingle when I piut it on. The jar may seem tiny, but it lasts for a long time. I have Carmex by my bed and in my purse and I have even tried Carmex lotion and love it too!",Still use after all these years,use carmex small glass jar believ plastic mani mani year alway love distinct smell carmex tingl piut jar may seem tini last long time carmex bed purs even tri carmex lotion love still use year carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,How can you go without using the Carmex in the original yellow jar. I use Carmex all day long. A preserver for my lips 365 days a year. Even my Dentist keeps the jar in the drawer for patients to keep moist lips. I drive every other week to Atlanta and the Carmex is always with me. A life saver and preserver for me and my family.,Life saver!,go without use carmex origin yellow jar use carmex day long preserv lip day year even dentist keep jar drawer patient keep moist lip drive everi week atlanta carmex alway life saver preserv famili life saver carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I was 17 when I first started to use it. I went to visit my granny and got a really bad cold sore. She got carmex for me and the cold sore was gone in three days. I have been using it ever since and I'm 45 now.,28 Year's,first start use went visit granni got realli bad cold sore got carmex cold sore gone three day use ever sinc im year carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Happy,Happy,happi happi carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love the jar becuase I love touching my lips and I love the idea of being able to control the amount of Carmax you want on your finger. The Jar is also most ideal when wanting to share with friends and family as you don't have to worry about their lips touching your stick. Each person gets their own individual amount. The Jar is the best! ALSO if you happen to get a cold sore you don't have to scrape of the top layer on the stick wasting product as to prevent the cold sore from coming back and spreading. Using a jar keeps your lips from wasting product.,Love the Jar,love jar becuas love touch lip love idea abl control amount carmax want finger jar also ideal want share friend famili dont worri lip touch stick person get individu amount jar best also happen get cold sore dont scrape top layer stick wast product prevent cold sore come back spread use jar keep lip wast product love jar carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Having cold sores has to be one of the worst and discomforting things ever, when I first tried Carmex, I immediately felt relief. Really it's indescribable how awesome Carmex is. I have used pretty much every other line of Chapstick or any lip reliever in the market l, but none have come close to Carmex. Since I started using Carmex, that's all I use. I keep two in my purse and I keep at home as well. My lips are finally kissable! Thanks to Carmex! Thank you for such an amazing product. God bless you guys for helping so many.",Thank God for Carmex,cold sore one worst discomfort thing ever first tri carmex immedi felt relief realli indescrib awesom carmex use pretti much everi line chapstick lip reliev market l none come close carmex sinc start use carmex that use keep two purs keep home well lip final kissabl thank carmex thank amaz product god bless guy help mani thank god carmex carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I use to suffer from very dry, cracked lips year round for years! I have tried Every brand on the market, websites. By chance I saw this product gave it a try-WOW! I've used this every day/night for the past 10 yrs., the pain, discomfort is a non issue! !! It keeps my lips hydrated, no chance for cold sores, my lips are ready each day!! Thank you so very much for this Awesome product, I've shared these as stocking suffers for all my friends and family! The cost is so reasonable also!! Thank you again-from happy lips in Cuyahoga falls, Ohio! !!",The Only Lip Care You Will Ever Need!!!,use suffer dri crack lip year round year tri everi brand market websit chanc saw product gave trywow ive use everi daynight past yr pain discomfort non issu keep lip hydrat chanc cold sore lip readi day thank much awesom product ive share stock suffer friend famili cost reason also thank againfrom happi lip cuyahoga fall ohio lip care ever need carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,"I use this product particularily in the cold winter months, and it does a great job of protecting my lips from the weather. I put this Thick gel (a little goes a long way!) Under lipcolor during the day, generously on my lips as a conditioning treatment during the night, and on the skin Near my nose when I'm sick that gets dried and irritated from blowing my nose. This product works and is a budget-friendly staple For anyone's makeup collection. My only complaint is I'm not a fan of the smell, in the future would love a less stinky/medicated scent","Prevents and Treats Dry, Chapped Skin",use product particularili cold winter month great job protect lip weather put thick gel littl goe long way lipcolor day gener lip condit treatment night skin near nose im sick get dri irrit blow nose product work budgetfriendli stapl anyon makeup collect complaint im fan smell futur would love le stinkymed scent prevent treat dri chap skin carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I usually always buy Carmex when it comes to lip balm and the original jar is one of my go-to Carmex products. I do love the cherry and tubes but the jar is very convenient to have around, and less likely to lose! It lasts forever as well! I apply it every day, multiple times a day and it still looks like I haven't made a dent in the product after a month! It keeps my lips moisturizer for hours and doesn't leave a greasy residue or doesn't feel sticky like other lip balms do. highly recommend this to keep at your desk for work or in your purse!",Nothing wrong with original!,usual alway buy carmex come lip balm origin jar one goto carmex product love cherri tube jar conveni around le like lose last forev well appli everi day multipl time day still look like havent made dent product month keep lip moistur hour doesnt leav greasi residu doesnt feel sticki like lip balm highli recommend keep desk work purs noth wrong origin carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I know people claim that Carmex is addictive, and I know that you claim it's not. Either way, I love it. I slather virtually half of my face with it prior to bed each night (I don't wear it during the day, because I don't like feeling the least bit greasy). Anyway, I just wanted to tell you that I love Carmex. I once forgot to bring my Carmex with me on business trip, and I was stuck buying an over-priced ChapStick in a hotel lobby. And boy, is that stuff junk. It felt like I was spreading old cheese on my lips. This is an any day must have.",Addictive must have.,know peopl claim carmex addict know claim either way love slather virtual half face prior bed night dont wear day dont like feel least bit greasi anyway want tell love carmex forgot bring carmex busi trip stuck buy overpr chapstick hotel lobbi boy stuff junk felt like spread old chees lip day must addict must carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Are used to lick my lips causing them to become extremely dry with a dark ring around my mouth and my lips peeling . My cousin suggested that I try Carmax this has been years ago . I now carry Comex everyplace I go it's in my car in my purse beside my bed I can't be without it it has become my best friend my lips are no longer dry sore or cracking I would recommend this product to everyone my 15-year-old nephew man uses it because he was experiencing the same problems I had it he no longer has that problem thank you,Dry sore lips Best friend,use lick lip caus becom extrem dri dark ring around mouth lip peel cousin suggest tri carmax year ago carri comex everyplac go car purs besid bed cant without becom best friend lip longer dri sore crack would recommend product everyon yearold nephew man use experienc problem longer problem thank dri sore lip best friend carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,"I've used the Carmex Original in the Lip Balm Jar for as long as I can remember, ever since someone introduced it to me either in late elemtary or middle school. So many many memories are associated with this simple little product that has grown up with me for 34+ years! I love how it's never really changed except for some minor changes to the jar during those years until now these genius additions to the line that has only made it better.thank you Carmex for being there being such an important part of my ever changing life!",The Original is a Classic a Staple in My Life,ive use carmex origin lip balm jar long rememb ever sinc someon introduc either late elemtari middl school mani mani memori associ simpl littl product grown year love never realli chang except minor chang jar year geniu addit line made betterthank carmex import part ever chang life origin classic stapl life carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I can't even tell you how many years I have been using the Carmex tub, but I will never use anything else. I LOVE CARMEX!!!!!!!! I am totally addicted to it and my lips are always so soft. I put it on every night before bed and my lips are good the whole day. I have tried so many different products for chapped lips and this is by far the absolute best product on the market!!!!!! The price and quality of the product are incredible. The other ones out there don't work and cost too much money. Keep it up guys, I love you!!!!!!!",Best stuff EVER!!!!!!,cant even tell mani year use carmex tub never use anyth el love carmex total addict lip alway soft put everi night bed lip good whole day tri mani differ product chap lip far absolut best product market price qualiti product incred one dont work cost much money keep guy love best stuff ever carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been using Carmex in it's familiar pot since high school. I remember it like yesterday. The girls gathered in the ladies room between classes to gossip, giggle, brush our hair and put on Carmex to soften our lips. We had to be ready just in case the cute boy we crushed on spoke to us. We wouldn't be kissing in class, but, we followed the ritual so our lips would be perfect. I still love the feeling of it on my lips and taking that 1st inhale, that makes your lips tingle and your thoughts travel to a sweet memory.",Carmex- It made your first kiss perfect,use carmex familiar pot sinc high school rememb like yesterday girl gather ladi room class gossip giggl brush hair put carmex soften lip readi case cute boy crush spoke u wouldnt kiss class follow ritual lip would perfect still love feel lip take st inhal make lip tingl thought travel sweet memori carmex made first kiss perfect carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I love keeping a jar at home for use before bed or if I need it during the night. I also keep a jar for each of my kids especially during the winter, when lips get chapped the most. They lick their lips and cause that ring around the mouth that this product helps get rid of fast. They keep theirs by their beds in case they need it during night also. I like the how smooth it is and the scent is also very pleasant! My kids like the smell of it especially when having a cold, it seems to help them clear their nose better.",great for in night stand,love keep jar home use bed need night also keep jar kid especi winter lip get chap lick lip caus ring around mouth product help get rid fast keep bed case need night also like smooth scent also pleasant kid like smell especi cold seem help clear nose better great night stand carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I remember back when I was a small child, my father would always be on my case about putting Carmex on my lips because they were always so sore and chapped. Of course a 7 year old wouldn't care... Until the winter came. My lips were so chapped and I started getting cold sores all over my mouth. So I finally listened to my dad about putting Carmex on my lips. Ever since I started , I never stopped. Carmex Is such an amazing product ! My lips have never again got crusty and I haven't had a sore since elementary school.",Awesome Product!,rememb back small child father would alway case put carmex lip alway sore chap cours year old wouldnt care winter came lip chap start get cold sore mouth final listen dad put carmex lip ever sinc start never stop carmex amaz product lip never got crusti havent sore sinc elementari school awesom product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I began using Carmex in high school. I had really bad acne and started an acne treatment that really dried my face and lips out. The dermatologist told me to use Carmex. I am now 50 years old and I still use it. I have to put it on in the morning after applying my makeup, and reapply several times throughout the day. Then after I have removed my makeup for the night and right before I go to bed, I reapply. I cannot go to sleep without it. My husband uses it almost as much as I do. Excellent product. Thank you.",THE Best Lip Balm,began use carmex high school realli bad acn start acn treatment realli dri face lip dermatologist told use carmex year old still use put morn appli makeup reappli sever time throughout day remov makeup night right go bed reappli go sleep without husband use almost much excel product thank best lip balm carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"When I open a jar of Carmex. I can't wait for the cooling smell it has. Soft as butter, goes on like silk. Protects my lips from wind, rain, and sun. I wear it to sleep to keep my lips moist and supple. I even use it in my nose when the house is dry to keep it loose and soft. I think Carmex is the best on the market. Low in price, high in quality. I've used it for many years. When my kids were little I would use it for cold sores and chapped lips and cheeks. Keep up the excellent work. Sincerely Tina d Utecht",I can't wait for the smell of the jar.,open jar carmex cant wait cool smell soft butter goe like silk protect lip wind rain sun wear sleep keep lip moist suppl even use nose hous dri keep loo soft think carmex best market low price high qualiti ive use mani year kid littl would use cold sore chap lip cheek keep excel work sincer tina utecht cant wait smell jar carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I've been using the pot Carmex since the 70's! I have loved it all these years! Back in the day anyone we were with would say, can I use your Carmex It was the only lip protection referred to. Someone always had Carmex on them. After all these years, the pot Carmex has not lost it's fabulous-ness. There's just something about applying Carmex to your lips with your finger. Try it to see how smooth it glides on to all the right places for instant relief, and a healthy little shine to your lips.",Old School,ive use pot carmex sinc love year back day anyon would say use carmex lip protect refer someon alway carmex year pot carmex lost fabul there someth appli carmex lip finger tri see smooth glide right place instant relief healthi littl shine lip old school carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been using carmex for over 5 years because I get cold sores every year and I have used nexcare and abreava and those are way expensive too,and I noticed that those take a week for your cold sore to hear and so I tried the carmex and it's like gone in a day. I actually got a cold sore yesterday 8/31 and it's gone today. I told my daughter about it a while back because she had a sore and she even used it. I even recommend it to a lady at the store but I don't think she took my word for it.",cold sores,use carmex year get cold sore everi year use nexcar abreava way expens tooand notic take week cold sore hear tri carmex like gone day actual got cold sore yesterday gone today told daughter back sore even use even recommend ladi store dont think took word cold sore carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"So, I bought my first Carmex three years ago I think, because I saw a friend had it. I just love it. I use it when I wake up, during the day when needed and before I go to bed. My lips haven't been dry in THREE YEARS!! How amazing isn't that I have used one of this jar, and I am halfway through the second one, so one and a half jar in three years - amazing. I also got the cherry one recently and I love the scent of it. Ah, this product is just perfect and I really recommend it to everyone!",PERFECT!!,bought first carmex three year ago think saw friend love use wake day need go bed lip havent dri three year amaz isnt use one jar halfway second one one half jar three year amaz also got cherri one recent love scent ah product perfect realli recommend everyon perfect carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using this particular Carmex product for several years. The Original lip balm jar has been a staple in my purse and in my 4 kids Christmas stockings every year for the past several years. Three of my kids are grown and they still want Carmex for Christmas. I give them several jars so they have it all year! This product keeps lips from chapping in the Minnesota cold and also from the Arkansas heat! ( I have lived several years in both states) I love this product so much!,Awesome product in the cold or in the heat,use particular carmex product sever year origin lip balm jar stapl purs kid christma stock everi year past sever year three kid grown still want carmex christma give sever jar year product keep lip chap minnesota cold also arkansa heat live sever year state love product much awesom product cold heat carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"the name says it all... the original that started all of this CARMEX CRAZE!!! i don't know about all of you, but i graduated in 1997 CARMEX has been going strong for years, even since i was in school LOL love it can't live without it. ALSO, all the other CARMEX products flavors are TOTALLY AMAZING! i just figured i would go with the original because it is the single product that started these amazing products (that actually do their job do it properly) thank you CARMEX",the original,name say origin start carmex craze dont know graduat carmex go strong year even sinc school lol love cant live without also carmex product flavor total amaz figur would go origin singl product start amaz product actual job properli thank carmex origin carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"If you never tried it, it's time for you to do it. Keep your lips moist and healthy",the best thing of the world,never tri time keep lip moist healthi best thing world carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I'm going to do a review on the 1st product made by Carmex, because this one is the first one I have ever tried. It's what got me hooked on this Lip Balm where it all started. I tried this product when I was 12 years old, my lips were so chapped that it was so painful and red. As soon as my aunt and uncle purchased it for me, it stopped my pain right away and within a couple of days, it was gone. I have never had a problem with this product and as of today I still carry Carmex in my purse. A+ for this product made by Carmex and it's affordable. Thank you for making my life easier. Your 1 Fan Lia Anderson, from Flint, Mi",Original Carmex Design,im go review st product made carmex one first one ever tri got hook lip balm start tri product year old lip chap pain red soon aunt uncl purchas stop pain right away within coupl day gone never problem product today still carri carmex purs product made carmex afford thank make life easier fan lia anderson flint mi origin carmex design carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I grew up in a skating rink! That means I had multiple mothers and fathers watching out and over us! It also means I had multiple grandmothers that were willing to share their knowledge. This product is part of their knowledge! 30 years later and I am still using this product religiously. I keep it in my pocket. I keep it in my hunting backpack. I keep it in my truck console. I keep it on the nightstand! I mean this product is within reach 24/7! Not only does it help with crack and chapped lips. It also helps with cold sores! I now share my knowledge and love for this product every chance I get! Great great product!,Best stuff on earth,grew skate rink mean multipl mother father watch u also mean multipl grandmoth will share knowledg product part knowledg year later still use product religi keep pocket keep hunt backpack keep truck consol keep nightstand mean product within reach help crack chap lip also help cold sore share knowledg love product everi chanc get great great product best stuff earth carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,always use this and it works a treat however there is a massive dent built in the bottom of the classic jar which makes it look like you are getting more for your money. The squeezie tube is better value for money - same price with more product,Great Stuff shame about misleading packaging,alway use work treat howev massiv dent built bottom classic jar make look like get money squeezi tube better valu money price product great stuff shame mislead packag carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I've been using Carmex for the past two years. This product keeps your lips moist and smooth. I got to say that before I started using Carmex I normally used to get cold sores and other cold sore products did not help at all. I tried all of them, like Abreva and spent so much money on products like that and my cold sores took a long time to heal or got worse. My friend told me about Carmex, so I tried Carmex when I had the sores and I it was amazing how my sore was diminishing and was gone so quickly. I always keep Carmex in my bag, dresser, in my car. Definitely would recommend this product to friends and family.",Great Lip Balm,ive use carmex past two year product keep lip moist smooth got say start use carmex normal use get cold sore cold sore product help tri like abreva spent much money product like cold sore took long time heal got wors friend told carmex tri carmex sore amaz sore diminish gone quickli alway keep carmex bag dresser car definit would recommend product friend famili great lip balm carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I am prone to severe chapped lips. If I don't use chap stick every day my lips dry out to the point that they crack and bleed. Unlike most chap sticks which work for a few hours then need to be reapplied (every 2 or 3 hours) the Carmex jar is long lasting. I can put it on twice a day (before work and before bed) and my lips are fine sometimes I can even get do fine using it just once a day if the weather isn't harsh. If its really cold or dry I still only need to use chap stick mid-day once when I use the carmex morning and night, which is a vast improvement. I love it. Added bonus the jar is my favorite color.",great product,prone sever chap lip dont use chap stick everi day lip dri point crack bleed unlik chap stick work hour need reappli everi hour carmex jar long last put twice day work bed lip fine sometim even get fine use day weather isnt harsh realli cold dri still need use chap stick midday use carmex morn night vast improv love ad bonu jar favorit color great product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I bought my carmex jar about a month or so ago because I live in Georgia and it's so easy to get dry lips with this hot, dry weather! So, I decided to try it out! After one week my boyfriend and I both noticed changes and my lips are so soft now! He however doesn't like carmex do to the oily feeling and the taste to him is rather undelightful. However one day I left my jar in the car by accident and when I came back it was melted! The hear from outside actually fully melted it! But after bringing it inside it came right back to life and have had no problems with it. I was rather happy about that!",Smooth soft lips!,bought carmex jar month ago live georgia easi get dri lip hot dri weather decid tri one week boyfriend notic chang lip soft howev doesnt like carmex oili feel tast rather undelight howev one day left jar car accid came back melt hear outsid actual fulli melt bring insid came right back life problem rather happi smooth soft lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I've tried countless lip care products from countless brands across different price points, and nothing beats the Carmex Original Jar. It instantly soothes dry lips and regular application helps keep your lips looking and feeling great. This formulation is great to use year-round as it's emollient both in colder and hotter weather. Do yourself a favor and apply as liberally and as often as possible. You won't regret it.",The ultimate lip care product.,ive tri countless lip care product countless brand across differ price point noth beat carmex origin jar instantli sooth dri lip regular applic help keep lip look feel great formul great use yearround emolli colder hotter weather favor appli liber often possibl wont regret ultim lip care product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I just brought this Carmex Lip balm because my lips are VERY Chapped and DRY and I LOVE it and it's cute little container that I can store pretty much anywhere.I have never used a lip balm as much as this one and have only had it for 2 days and I have already seen a improvement in my lip moisture and no other lip balm has shown that much improvement for me so soon.And I have stocked up and brought like 10 more to last me for a month I hope,but I might need more.But I like how it feels minty or refreshing on my lips.So I plan on sticking with your product because it's perfect for me :).",The Best and ADDICTING,brought carmex lip balm lip chap dri love cute littl contain store pretti much anywherei never use lip balm much one day alreadi seen improv lip moistur lip balm shown much improv soonand stock brought like last month hopebut might need morebut like feel minti refresh lipsso plan stick product perfect best addict carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used carmex for many years but for a while i had forgot about it and it got pushed to the back of a draw. however recently i found it and remembered how moisturising it is on the lips and that great tingly minty feeling the balm gives you. i always have dry chapped lips but using carmex has allowed my lips to heal and make them feel soft. now i could not live with out it i have a jar in all of my bags and around my house and apply it multiple times a day and before bed i apply a generous amount to work as a lip mask over night to give me luscious lips in the morning.,Amazing lip product,use carmex mani year forgot got push back draw howev recent found rememb moisturis lip great tingli minti feel balm give alway dri chap lip use carmex allow lip heal make feel soft could live jar bag around hous appli multipl time day bed appli gener amount work lip mask night give lusciou lip morn amaz lip product carmex lip balm origin jar pk carmex
